"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL030","PL035","PL015","PL020","PL025","PL040","PL050","PL060","PL070","PL072","PL100","PL110","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PL210A","PL210B","PL210C","PL210D","PL210E","PL210F","PL210G","PL210H","PL210I","PL210J","PL210K","PL210L","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY070N","PY010G","PY020G","PY035G","PY050G","PY070G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PM005","PM010","PM020","PM030","PM035","PM040","PM050","PM060","PM070","PM080","PM090","PM100","PX030","PX040","PX020","PX050","PX010"
"2005","SE",692761,722.128378378378,"1171.59","3","2005","50","1",1952,"2","2","1","SE","2","NA","5","1","NA","NA","NA","NA","3","2","40","12","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","2","NA","NA","NA",0,0,0,38913,8200,0,427,0,3129,0,0,0,0,0,0,1,"314.9675","NA","NA","NA","NA","1","1","NA","NA","2","NA","NA",69276,"3",52,"1","9.1243"
"2005","SE",692762,722.128378378378,"1259.87","3","2005","85","1",1938,"1","2","2","SE","2","NA","1","5","NA","NA","NA","NA","3",,"NA","0","12","NA",,"NA","13","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","2","NA","2","NA",0,0,0,301,0,132,0,0,0,0,22804,0,0,0,0,1,"255.25","NA","NA","1940","NA","NA","NA","NA","NA","NA","NA","NA",69276,"2",66,"1","9.1243"
"2005","SE",692791,722.128378378378,"1171.59","2","2005","45","4",1964,"1","2","2","SE","2","NA","3","1","NA","NA","2","NA","3","3","NA","12","0","NA",,"NA","11","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",0,0,0,24314,0,197,0,0,0,0,0,0,267,0,0,1,"1124.99","1","NA","1940","NA","2","3","1","31","1","NA","4",69279,"2",40,"4","9.1243"
"2005","SE",692851,722.128378378378,"NA","3","2005","65","1",1984,"1","1","1","SE","2","3","3","4","NA","NA","NA","NA","2",,"NA","0","0","NA",,"NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","3","NA","NA","1","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7163,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",69285,"2",20,"3","9.1243"
"2005","SE",692852,722.128378378378,"NA","2","2005","60","1",1963,"2","5","3","SE","2","NA","3","1","NA","NA","NA","NA","3","5","NA","0","0","NA","b-e","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","NA","NA","2","NA",0,0,0,0,0,0,30807,0,0,0,0,0,782,0,0,1,"635.96","2","NA","1925","NA","NA","NA","2","NA","NA","NA","3",69285,"2",41,"1","9.1243"
"2005","SE",693071,722.128378378378,"1200.05","3","2005","70","2",1964,"1","5","2","SE","2","NA","3","1","NA","NA","NA","NA","3","7","57","12","0","NA",,"NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","NA","NA","NA","NA",250,0,0,37802,0,0,0,0,0,0,0,0,0,0,0,1,"1169.49","1","1925","1925","NA","3","NA","NA","NA","1","NA","5",69307,"3",40,"1","9.1243"
"2005","SE",693072,722.128378378378,"1184.35","3","2005","55","2",1975,"2","1","1","SE","2","NA","5","1","NA","1","NA","NA","NA","3","NA","0","0","NA","l-n","NA","1","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","2","2","2","1","4",0,0,0,23522,0,603,0,0,0,0,0,0,0,0,0,1,"NA","1","NA","1943","NA","NA","1","5","NA","NA","NA","5",69307,"2",29,"4","9.1243"
"2005","SE",693101,722.128378378378,"1215","4","2005","40","3",1963,"1","1","3","SE","2","NA","4","6","NA","NA","2","NA","3",,"40","12","0","NA",,"NA","13","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","3","NA","3","2","NA",1782,631,0,0,0,0,0,0,16809,0,0,0,0,15172,0,1,"607.5","NA","1925","NA","NA","1","NA","1","NA","1","NA","NA",69310,"2",41,"1","9.1243"
"2005","SE",693102,722.128378378378,"1271.92","1","2005","55","1",1963,"2","2","1","SE","2","NA","3","6","NA","NA","NA","NA","NA","5","NA","NA","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","2","NA","2","NA",3720,0,0,0,0,0,0,0,0,0,0,0,0,5583,0,1,"609.57","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","3",69310,"2",41,"3","9.1243"
"2005","SE",693281,722.128378378378,"1171.59","4","2005","60","1",1984,"1","1","1","SE","2","NA","3","4","NA","1","NA","NA","NA",,"NA","3","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3222,1,"NA","NA","NA","NA","NA","NA","1","NA","NA","1","NA","NA",69328,"3",20,"1","9.1243"
"2005","SE",693282,722.128378378378,"1215","2","2005","55","4",1963,"2","2","1","SE","2","NA","3","2","NA","NA","2","NA","NA","4","NA","0","NA","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA",0,0,0,4712,0,241,0,0,0,623,0,0,2789,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",69328,"3",41,"NA","9.1243"
"2005","SE",693461,722.128378378378,"1319.57","1","2005","50","2",1947,"1","2","1","SE","2","NA","3","1","NA","NA","NA","NA","3","8","40","12","6","NA","b-e","NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","2","NA","NA","NA",0,0,0,28912,0,0,667,0,0,0,0,0,0,0,0,1,"635.96","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",69346,"2",57,"3","9.1243"
"2005","SE",693462,722.128378378378,"1276.25","3","2005","75","2",1954,"2","1","2","SE","2","NA","2","2","NA","NA","2","NA","NA","4","20","0","0","NA","i","NA","5","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","2","NA",0,0,0,23137,10,0,0,0,0,0,0,0,0,0,0,1,"390.53","NA","1945","NA","NA","NA","NA","NA","NA","NA","NA","NA",69346,"2",50,"1","9.1243"
"2005","SE",693463,722.128378378378,"NA","1","2005","75","3",1985,"1","1","3","SE","2","NA","2","4","NA","NA","2","NA","NA",,"40","1","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","2","3","2","NA","1","NA",0,0,0,1598,0,0,0,0,0,0,0,0,0,0,1205,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",69346,"3",19,"1","9.1243"
"2005","SE",693761,722.128378378378,"1171.59","3","2005","55","2",1958,"2","1","2","SE","2","NA","3","2","NA","NA","2","NA","NA","5","32","7","0","NA",,"NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","2","2","NA","2","NA",0,0,0,8100,0,99,241,0,1402,0,0,0,0,6366,0,1,"NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","3",69376,"3",46,"1","9.1243"
"2005","SE",693762,722.128378378378,"NA","4","2005","44","1",1987,"1","1","1","SE","2","3","2","4","NA","NA","2","2","3",,"NA","4","0","NA",,"NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","2","NA",5,0,0,790,0,0,0,0,0,0,0,0,0,0,0,1,"NA","NA","NA","1938","NA","NA","2","NA","NA","NA","NA","NA",69376,"3",17,"1","9.1243"
"2005","SE",693911,722.128378378378,"NA","3","2005","55","2",1947,"1","2","2","SE","2","NA","1","1","NA","NA","NA","NA","3","7","40","12","0","NA","f","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","NA","NA","2","NA",0,0,0,27405,0,0,0,0,0,0,0,0,48,0,0,1,"1259.87","NA","NA","NA","NA","NA","NA","1","NA","2","NA","NA",69391,"3",57,"1","9.1243"
"2005","SE",693912,722.128378378378,"NA","4","2005","60","4",1954,"2","5","2","SE","NA","NA","2","6","NA","1","2","NA","3",,"40","12","0","NA",,"NA","4","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","2","2","2",496,0,0,0,0,0,-13059,0,0,0,4235,0,0,33112,0,1,"585.795","2","1925","NA","NA","1","NA","NA","NA","NA","NA","3",69391,"2",50,"1","9.1243"
"2005","SE",693913,722.128378378378,"NA","2","2005","40","4",1985,"1","1","1","SE","2","NA","2","4","NA","NA","2","NA","NA",,"NA","0","2","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","NA","2","NA","2","NA",0,0,0,885,0,0,0,0,0,0,0,0,0,0,286,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",69391,"2",19,"3","9.1243"
"2005","SE",693991,722.128378378378,"NA","3","2005","60","1",1980,"1","1","3","SE","2","NA","3","4","NA","NA","NA","NA","NA",,"38","12","8","NA",,"NA","5","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","2","3","NA","NA","2","NA",0,66,0,0,0,0,0,0,0,0,6304,15956,0,0,0,1,"635.96","NA","NA","1941","NA","NA","NA","1","NA","NA","NA","NA",69399,"2",24,"1","9.1243"
"2005","SE",693992,722.128378378378,"1169.49","4","2005","90","2",1945,"1","2","2","SE","2","NA","1","1","NA","NA","NA","NA","3","8","40","12","0","NA","i","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","8","2","NA",53,0,0,31958,0,0,0,0,0,0,0,0,0,0,0,1,"1124.99","1","1948","1925","NA","5","2","1","NA","1","NA","5",69399,"3",59,"1","9.1243"
"2005","SE",693993,722.128378378378,"1271.92","2","2005","60","2",1941,"2","4","3","SE","2","NA","1","2","NA","1","NA","NA","NA","4","40","0","0","NA","a","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","1","NA","NA","NA","NA","NA",0,0,0,5385,19,0,0,0,0,0,0,0,5101,7861,0,1,"NA","2","NA","1925","NA","NA","NA","1","NA","NA","NA","NA",69399,"2",63,"3","9.1243"
"2005","SE",694191,722.128378378378,"NA","3","2005","75","2",1963,"2","5","2","SE","2","NA","5","3","NA","1","2","NA","NA",,"20","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","3","NA","NA","2","NA",0,0,0,0,0,0,0,0,0,6604,0,0,0,0,0,1,"NA","2","NA","NA","NA","2","NA","1","NA","NA","NA","NA",69419,"2",41,"1","9.1243"
"2005","SE",694192,722.128378378378,"1259.87","3","2005","60","4",1937,"2","2","2","SE","2","NA","1","5","NA","1","2","NA","3","4","NA","0","9","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","2","NA","2","1",0,0,0,0,0,658,0,0,0,0,2354,0,1649,11281,0,1,"NA","NA","1936","NA","NA","NA","NA","NA","NA","NA","NA","NA",69419,"3",67,"4","9.1243"
"2005","SE",694193,722.128378378378,"1169.49","3","2005","90","4",1963,"2","5","1","SE","2","NA","3","1","NA","NA","1","NA","3","5","40","12","0","NA","g","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","2","6","2","NA",0,0,0,11631,0,0,0,0,0,0,0,0,7285,0,0,1,"NA","NA","1935","NA","NA","NA","NA","NA","NA","NA","NA","5",69419,"3",41,"1","9.1243"
"2005","SE",694431,722.128378378378,"1171.59","2","2005","70","1",1963,"1","2","1","SE","2","NA","3","6","NA","2","2","NA","NA",,"NA","0","0","30",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","1","NA","2","NA",0,44,0,0,0,395,0,0,0,0,2630,0,0,9983,0,1,"389.83","NA","1925","1925","NA","NA","NA","2","81","NA","NA","NA",69443,"2",41,"1","9.1243"
"2005","SE",694432,722.128378378378,"NA","3","2005","70","1",1975,"2","4","1","SE","1","NA","3","2","NA","NA","NA","NA","3","5","NA","0","12","NA",,"NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA",0,1775,0,22973,0,0,0,0,0,0,0,0,0,0,0,1,"629.935","1","1925","NA","NA","NA","NA","NA","NA","NA","NA","NA",69443,"3",29,"1","9.1243"
"2005","SE",694541,722.128378378378,"NA","1","2005","55","4",1974,"2","1","2","EU","2","NA","6","1","NA","2","2","NA","NA","2","NA","0","0","NA","l-n","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","1","NA","2","NA",0,0,0,5615,45,225,0,0,0,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",69454,"2",30,"3","9.1243"
"2005","SE",694542,722.128378378378,"1164.16","2","2005","60","4",1962,"1","2","3","SE","2","NA","4","1","NA","NA","NA","NA","3","0 - 1","45","0","0","NA","h","4","11","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","3","2","NA","NA","NA",0,0,0,0,0,0,25387,0,0,0,0,0,239,0,0,1,"607.5","NA","1947","NA","NA","NA","NA","NA","NA","6","NA","5",69454,"3",42,"3","9.1243"
"2005","SE",694871,722.128378378378,"1219.14","1","2005","75","2",1949,"2","1","1","SE","2","5","4","1","NA","NA","NA","NA","3","2","40","8","0","NA","l-n","4","12","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","NA","2","NA","2","NA",0,0,0,25765,0,0,0,0,0,0,0,0,0,0,0,1,"NA","1","NA","NA","NA","NA","2","1","NA","1","NA","5",69487,"2",55,"3","9.1243"
"2005","SE",694872,722.128378378378,"NA","2","2005","45","4",1947,"1","2","1","SE","2","NA","3","1","NA","NA","NA","NA","3","7","16","0","3","NA",,"NA","7","2","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","1","NA","NA","2","NA",189,263,0,0,0,329,24951,0,0,0,0,0,0,0,0,1,"1259.87","NA","1941","NA","NA","NA","2","2","NA","6","NA","5",69487,"3",57,"1","9.1243"
"2005","SE",694873,722.128378378378,"1271.92","4","2005","55","1",1983,"1","1","1","SE","2","NA","3","1","NA","NA","NA","NA","1","8","40","12","0","NA","k","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA",0,0,0,12156,240,0,6658,0,0,0,0,0,0,0,11152,1,"389.83","1","NA","NA","NA","1","2","NA","71","NA","NA","NA",69487,"2",21,"NA","9.1243"
"2005","SE",695251,722.128378378378,"1319.57","3","2005","60","2",1970,"1","1","1","SE","2","NA","3","1","NA","NA","2","NA","3","8","40","12","12","NA",,"NA","10","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","2","NA",0,489,0,43727,11,0,0,0,0,0,0,0,258,0,0,1,"NA","NA","1925","1925","NA","1","4","2","NA","1","NA","NA",69525,"2",34,"1","9.1243"
"2005","SE",695252,722.128378378378,"1271.92","2","2005","60","1",1960,"2","5","1","SE","2","NA","3","1","NA","NA","NA","NA","3","4","NA","0","0","NA","i","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","3","1","NA","2","1",0,324,0,20269,0,0,903,0,0,3402,0,0,593,0,0,1,"638.125","1","1946","NA","NA","NA","NA","NA","NA","NA","NA","5",69525,"2",44,"3","9.1243"
"2005","SE",695371,722.128378378378,"NA","2","2005","NA","1",1942,"1","1","3","SE","2","NA","3","1","NA","NA","NA","NA","NA","8","46","12","0","NA","b-e","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","NA","NA",0,4307,0,7123,0,622,0,0,0,0,23980,0,0,0,0,1,"1271.92","NA","1926","NA","NA","1","NA","1","NA","2","NA","NA",69537,"2",62,"4","9.1243"
"2005","SE",695372,722.128378378378,"NA","4","2005","65","1",1950,"2","2","3","SE","2","NA","3","2","NA","NA","2","NA","3","5","NA","3","12","NA","l-n","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","2","NA","2","NA",0,0,0,19740,0,0,0,0,0,0,0,0,0,0,0,1,"607.5","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","2",69537,"2",54,"1","9.1243"
"2005","SE",695373,722.128378378378,"NA","4","2005","80","4",1981,"2","1","2","SE","2","NA","4","3","NA","NA","NA","NA","3","4","NA","0","0","NA",,"NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",0,258,0,14688,0,0,0,0,0,0,0,0,0,0,1588,1,"635.96","2","NA","1942","NA","1","1","1","NA","6","NA","3",69537,"2",23,"4","9.1243"
"2005","SE",695531,722.128378378378,"NA","4","2005","60","2",1955,"1","1","3","SE","2","NA","3","1","NA","NA","2","NA","3","0 - 1","30","12","3","NA",,"NA","5","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","2","NA","NA","NA",0,0,0,29960,0,110,0,0,0,0,0,0,686,0,0,1,"1169.49","NA","1950","NA","NA","4","1","NA","NA","1","NA","2",69553,"3",49,"1","9.1243"
"2005","SE",695532,722.128378378378,"1276.25","4","2005","90","1",1957,"2","2","3","SE","2","NA","3","2","NA","2","2","NA","NA","5","NA","0","8","NA","l-n","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","3","2","NA","1","1",0,458,0,10416,124,1578,0,0,0,0,0,0,0,0,0,1,"NA","2","NA","NA","NA","1","NA","1","NA","2","NA","NA",69553,"2",47,"1","9.1243"
"2005","SE",695581,722.128378378378,"1259.87","1","2005","90","2",1985,"2","1","3","SE","2","3","2","4","NA","NA","2","NA","NA",,"NA","0","7","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2254,1,"NA","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","NA",69558,"2",19,"4","9.1243"
"2005","SE",695582,722.128378378378,"1276.25","3","2005","60","4",1953,"2","5","1","SE","2","NA","5","1","NA","NA","2","NA","3","2","34","12","0","NA",,"NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","2","NA","2","NA",0,666,0,32326,0,0,0,0,0,0,0,0,0,0,0,1,"562.495","2","NA","1937","NA","3","NA","1","71","NA","NA","4",69558,"3",51,"1","9.1243"
"2005","SE",695583,722.128378378378,"1124.99","4","2005","60","2",1954,"1","2","3","SE","2","NA","3","1","NA","NA","2","NA","3","3","45","0","0","NA","k","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","NA","NA","NA","2","NA",0,0,0,37940,0,0,0,0,0,0,0,0,0,0,0,1,"405","1","NA","1926","NA","NA","4","NA","NA","1","NA","NA",69558,"2",50,"1","9.1243"
"2005","SE",695781,722.128378378378,"1171.59","3","2005","60","1",1957,"2","2","3","SE","2","NA","5","1","NA","NA","2","NA","3","2","40","0","0","NA","l-n","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","3","2","NA","2","NA",0,0,0,22998,0,1973,-492,0,0,0,0,0,0,0,0,1,"390.53","NA","NA","1948","NA","NA","1","1","NA","NA","NA","NA",69578,"3",47,"1","9.1243"
"2005","SE",695782,722.128378378378,"1181.08","4","2005","45","2",1960,"1","1","1","SE","2","NA","5","1","NA","NA","NA","NA","3","3","40","12","0","NA","l-n","NA","8","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","3","NA","NA","2","NA",0,0,0,178729,3001,0,0,0,0,0,0,0,1356,0,0,1,"590.54","NA","1925","NA","NA","1","2","NA","41","1","NA","NA",69578,"2",44,"1","9.1243"
"2005","SE",695911,722.128378378378,"1184.6","3","2005","45","1",1962,"1","2","2","SE","2","NA","3","1","NA","NA","NA","NA","3","5","40","12","0","NA","o","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","2","NA",0,0,0,40746,0,132,0,0,0,913,0,0,0,0,0,1,"NA","1","NA","NA","NA","2","1","NA","NA","NA","51","5",69591,"3",42,"1","9.1243"
"2005","SE",695912,722.128378378378,"NA","2","2005","35","2",1950,"2","2","1","SE","2","NA","5","2","NA","NA","2","NA","NA","3","NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","NA",0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,1,"NA","NA","1932","1941","NA","NA","NA","NA","NA","NA","NA","NA",69591,"3",54,"4","9.1243"
"2005","SE",695981,722.128378378378,"NA","3","2005","37","2",1963,"2","1","3","SE","1","NA","3","2","NA","NA","2","NA","3",,"45","0","0","NA","i","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","3","2","NA","2","NA",0,0,0,31433,0,0,0,0,0,0,0,0,857,0,0,1,"629.935","1","NA","1945","NA","3","NA","NA","NA","NA","NA","NA",69598,"2",41,"4","9.1243"
"2005","SE",695982,722.128378378378,"NA","3","2005","90","4",1969,"1","2","3","SE","2","NA","3","1","NA","NA","2","NA","NA","4","20","12","12","NA","i","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","1","NA","1","NA",0,132,0,30615,0,0,0,0,0,0,0,0,423,0,0,1,"607.5","NA","1945","NA","NA","0","NA","NA","NA","1","NA","5",69598,"2",35,"3","9.1243"
"2005","SE",696081,722.128378378378,"1169.49","2","2005","55","1",1947,"1","2","1","SE","2","NA","3","1","NA","NA","NA","NA","3","7","38","12","0","NA",,"NA","11","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","3","2","NA","1","NA",0,0,0,46599,4428,0,0,0,0,0,0,0,0,0,0,1,"586.625","1","NA","1938","NA","NA","1","NA","NA","6","NA","NA",69608,"2",57,"1","9.1243"
"2005","SE",696082,722.128378378378,"1184.6","4","2005","55","1",1954,"2",,"3","Other","2","NA",,"1","NA","NA","2","NA","3",,"40","4","0","NA",,"NA","13","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","NA","NA","NA","6",0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",69608,"2",50,"3","9.1243"
"2005","SE",696083,722.128378378378,"NA","3","2005","NA","1",1985,"1","1","1","SE","2","NA","2","4","NA","NA","NA","NA","NA",,"NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","2","NA",0,658,0,1020,0,0,0,0,0,0,0,0,0,0,656,1,"1135.73","NA","1943","NA","NA","NA","NA","NA","NA","1","NA","NA",69608,"2",19,"1","9.1243"
"2005","SE",696141,722.128378378378,"NA","4","2005","40","3",1944,"2","2","2","SE","2","NA","5","1","NA","NA","2","NA","1","2","30","12","0","NA","l-n","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","2","NA",0,132,0,19091,0,0,852,0,0,0,0,0,967,0,0,1,"NA","NA","NA","NA","NA","3","2","NA","NA","NA","NA","NA",69614,"2",60,"1","9.1243"
"2005","SE",696142,722.128378378378,"NA","3","2005","70","2",1943,"1","2","1","SE","2","NA","1","1","NA","NA","NA","NA","3","7","37","12","0","NA","k","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","2","NA","NA","1",57,2137,0,37651,0,0,0,0,0,0,0,0,0,0,0,1,"319.0625","NA","NA","1925","NA","1","NA","1","NA","NA","NA","5",69614,"2",61,"1","9.1243"
"2005","SE",696143,722.128378378378,"1184.6","4","2005","60","4",1971,"1","1","3","SE","2","NA","3","1","NA","NA","NA","NA","3","8","40","12","12","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA",0,0,0,28101,17,0,50,0,0,0,0,0,0,0,0,1,"629.935","1","NA","1933","NA","5","NA","NA","NA","1","NA","5",69614,"3",33,"1","9.1243"
"2005","SE",696151,722.128378378378,"NA","4","2005","60","2",1968,"2","2","2","SE","2","NA","3","2","NA","NA","NA","NA","NA","5","NA","0","0","NA","g","NA","11","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","NA","NA","NA","NA",0,0,0,17673,0,0,0,0,527,0,0,0,1071,0,0,1,"NA","1","NA","NA","NA","1","1","NA","NA","NA","82","5",69615,"2",36,"1","9.1243"
